Ubicacion,Altitud,Bortle,Nubosidad,Humedad,Temperatura,Velocidad_Viento,Presion,Fase_Lunar,Planetas_Visibles,Score_Visibilidad,Calidad_Observacion
Cali,1044.4590419700567,7,18,50,16.523159546091502,2.4384180889712264,1001.1490295596008,0.04109931535301814,3,36.9549349479903,0
Villa de Leyva,2165.8855319829013,4,20,43,9.08598053645331,5.242842017540971,1018.6062682509605,0.4956643822969191,3,50.11494530224518,0
Villa de Leyva,2090.1483713721113,3,4,55,13.229808998048323,4.735816946557329,993.4346566691974,0.01281833346559369,2,69.71471270300589,1
Medellín,1454.1406501231438,6,81,49,8.364245174883845,11.870443786843289,1021.5684409069992,0.9506456247259472,3,32.12423293298794,0
Bogotá,2713.130114652841,8,91,43,21.954010533968493,10.208409992082567,990.3412853640199,0.7966836460730264,2,17.917567683629308,0
Bogotá,2612.170792861988,8,41,49,10.540477661069811,4.493344794223459,1013.7282386820551,0.19200977652359452,1,39.75878972124077,0
Villa de Leyva,2161.345633489993,2,60,26,28.952465456713185,6.8661572574932,1008.3751655455583,0.2875717488919284,1,41.96550552084704,0
Tatacoa,394.28047755436336,2,21,54,20.555432496731967,1.4333865593750283,1013.7319748504343,0.9828385480194383,1,54.60641683237398,0
Bogotá,2645.51171855633,8,20,74,24.792557817409,13.47219667230151,999.6806407594668,0.3735485541413044,3,38.14064738702581,0
Tatacoa,396.2650579568124,2,69,33,17.860570204171914,14.031372366728013,1021.9688478149293,0.7837223574338923,4,35.41665465105338,0
Guajira,78.95561878829545,1,0,29,21.45391541602517,14.697053030714072,1008.4612491085165,0.44681546841925435,1,72.66878463009496,1
Tatacoa,428.16972533058777,3,4,99,30.62382024719913,13.028292461787565,992.9733112049415,0.8640959241006102,0,49.87011149987262,0
Bogotá,2643.5377370272286,8,11,35,9.985616950968097,2.609413315443383,1008.7304781793465,0.703753508161509,2,53.33637813035505,0
Tatacoa,372.86580869190936,2,89,73,14.094506526168708,0.6929472480244325,992.9067086243164,0.02291005989115935,3,25.603966236161575,0
Tatacoa,382.93633477153566,1,45,96,26.719719845853064,8.69395091119011,993.2134576291943,0.2943898859392372,2,49.07542171338038,0
Medellín,1447.7224090958707,7,33,89,10.36969296518398,13.689075403246656,997.9819330229391,0.5579923148934525,2,38.55729216357681,0
Medellín,1484.9671209472142,7,48,63,9.81586649369866,2.660270424896143,1018.3593687906103,0.9261740440697538,3,34.47735948217812,0
Tatacoa,347.0072439866824,2,77,92,16.676993570096926,0.10564371936212791,1002.5134043477296,0.10202989464149037,2,20.911005910713918,0
Tatacoa,406.56541599137216,2,89,64,10.212031003338375,12.082440690483665,1010.5505379003594,0.601162537711067,5,24.581230647618504,0
Tatacoa,408.87994685973507,2,44,75,22.041882612948875,1.15193526430101,997.6385483123508,0.30217673141265755,1,43.181606591090016,0
Cali,1048.157558849558,7,26,76,13.430606019598397,6.205590478650456,991.8622447913096,0.8893277820194403,5,40.488200138551484,0
Medellín,1458.3974262025652,7,72,40,29.496751116784935,10.183310057831775,1022.9588072322304,0.7651696096585132,1,30.454521970775588,0
Tatacoa,365.43414096746375,2,25,87,26.80400194028616,3.551963781842702,1007.1611561205378,0.36970272200928533,1,50.1473579980303,0
Bogotá,2685.7410410556877,8,46,69,24.79292494638743,1.2594384517009005,1022.0278102362223,0.16710316390861368,3,27.52845218684295,0
Medellín,1453.938086111445,7,85,52,22.806656657228046,11.55031842683743,989.1535850989242,0.011497972397297773,3,24.42797036021594,0
Cali,1079.53648657057,7,55,26,28.72317752819512,9.452626273305622,986.610237376082,0.6211344506719487,3,34.02180843442211,0
Guajira,22.283086504379746,1,93,89,13.353489477026166,14.827357267302071,1018.5120308205757,0.4061238076312438,2,20.310584600841054,0
Bogotá,2612.492751117593,8,62,34,28.954612226341464,5.16462049979939,1010.6412745677763,0.3147564928607691,4,25.88513110696133,0
Tatacoa,425.28429537141227,3,47,51,26.947815162177257,0.9264357943529955,988.3960324664139,0.9855022916368356,1,41.0568661899838,0
Villa de Leyva,2165.481745860932,3,60,94,25.95585983330445,11.015250530029435,992.1211865298592,0.46614213556031514,0,29.63656385287031,0
Cali,1067.2461044378351,7,80,39,21.470136273798175,7.826001282798685,1016.0298773686391,0.7498392836454242,2,29.884696456055856,0
Guajira,-6.739124566906405,1,25,34,13.909859863294402,3.198058970837026,1000.4240878998171,0.17741241725123624,3,58.09408371543481,1
Bogotá,2656.0090628341527,8,35,67,18.165149983805513,11.72593483507139,1010.1743227927741,0.013455257741813775,3,40.27596129388942,0
Bogotá,2638.6207933708956,8,0,90,27.045695708931238,3.0563322877491563,994.3258409961205,0.417562619448016,2,38.43950456668135,0
Bogotá,2607.6981583669813,8,7,40,8.762683624575786,3.9099248224940486,997.1553478748694,0.6656648349426617,1,55.39289517420041,0
Bogotá,2696.4441867900323,8,98,61,26.769218462330198,1.387928315500787,1024.5820651380398,0.5065986961834594,0,15.49583418266868,0
Villa de Leyva,2156.0604939664927,3,51,45,13.761697771701595,5.9914841854628165,991.1427689228624,0.890466257624391,2,35.654347986525174,0
Medellín,1493.1145267788227,7,78,33,11.463420817318472,6.283938359061284,1002.7905369666431,0.4339793511871648,2,22.03752315328765,0
Tatacoa,413.62018676781554,2,46,76,10.776831636327252,7.718426855224476,1017.998105443574,0.3110028131530912,3,39.35639812343543,0
Villa de Leyva,2097.149371986617,4,55,56,8.654000286819564,10.634464006856662,990.7650446149636,0.9160486762076435,3,36.71150124225612,0
Medellín,1457.5418192373693,7,85,77,20.566075645314868,13.591513930206387,998.6846190507949,0.4068022786343809,4,13.701098599415433,0
Tatacoa,390.02136529387144,2,13,40,13.238236944649508,2.0660114833171295,1007.6791079316495,0.26964786163961163,1,59.90072740517112,1
Tatacoa,409.4920504238286,2,89,88,31.746362378711158,0.8152214752298559,1001.6534668163796,0.0976610768100804,2,27.157823353469468,0
Villa de Leyva,2187.2390311013473,3,27,22,21.78648214093294,0.2779685039149993,1000.6776019956643,0.7933097732158209,2,53.34827703010709,0
Cali,991.4523631240284,7,86,56,11.30924646454425,2.154320671032244,996.3129379094955,0.8250914607978431,3,20.57908198449747,0
Cali,984.6012604100591,7,77,68,24.53030097947277,9.86924228672439,1006.3990847498716,0.03329778356517199,2,22.855946059378592,0
Tatacoa,415.0427910026052,2,87,38,29.545845596233406,10.91215616994745,1008.0967714065624,0.35864559840152477,4,17.212752853887892,0
Bogotá,2635.9230596890343,8,1,31,25.884307888870744,11.797585702921833,1009.3980293405613,0.7498764545979597,3,51.46469298978157,0
Villa de Leyva,2091.3617680583015,3,25,80,9.834556664946744,3.65562317856514,983.1665648557713,0.9463818474880539,0,52.705867211860664,0
Medellín,1467.448735798515,6,13,60,29.50122034862383,4.588422198922799,1008.3965379070422,0.377818283844905,1,45.84875166906902,0
Medellín,1489.5469603975575,7,58,52,27.054305260639154,7.247019683482492,1022.8956730451555,0.8720534313794935,3,25.634275487260314,0
Cali,1013.3738947086576,7,55,69,11.799293602534744,0.9477464529033974,1004.3443805987638,0.3937204065321951,3,35.37667717329239,0
Bogotá,2642.695748184997,9,6,87,9.242861329587605,9.167122848168692,1012.187018712916,0.17949462724264809,1,44.528876893250136,0
Guajira,10.990413198599704,1,2,90,21.375453807543405,14.756025505136366,1005.0529538491649,0.0034461437768696923,0,67.48479543464957,1
Guajira,46.06955763442986,1,22,52,11.744859472159446,5.412094670670038,1018.463327836639,0.3301810231528798,2,55.29608669688462,0
Cali,1046.4123513093366,7,17,100,28.03018286228653,11.292712126370759,1021.8312392568906,0.37847505072737153,3,46.79176247642429,0
Medellín,1408.3709709784853,7,37,43,16.60003176012017,7.50050873354412,988.2898954683361,0.9451175288873361,1,35.95756375370959,0
Bogotá,2631.528300250823,8,98,80,29.90941867367781,1.9171776654057409,999.6587016450707,0.20607025242062282,2,-2.774196746023067,0
Bogotá,2590.140877868557,8,14,80,21.57651613138414,8.733561732038794,997.6571945419724,0.3822307080175047,2,46.756399141383945,0
Tatacoa,399.03304933715987,2,63,47,12.384137221752034,4.498114026660974,998.2346805484675,0.025154129823113158,4,43.6114416873471,0
Villa de Leyva,2103.8564532368373,3,88,77,11.350372816635202,0.5160481268018735,985.6485881552544,0.7635397350913864,1,26.770383988300612,0
Medellín,1499.0222360470916,7,100,62,21.835338501386094,9.523945951766157,1016.6127076691324,0.9151412362549867,3,11.594272602998192,0
Medellín,1543.7990915120038,8,27,60,26.285206684698654,12.883985239870913,981.6094809356721,0.23782064727649188,2,48.39262309386522,0
Guajira,20.616226333868113,1,73,58,26.75613554581237,5.171546503498112,1003.770197347722,0.4289951106401645,0,40.290922545412336,0
Tatacoa,374.96677196516777,2,38,68,14.61817770659075,5.8544332081915575,1009.784527462011,0.12211262136599399,2,51.36641489861937,0
Villa de Leyva,2134.9044595170158,3,56,36,12.90192221389202,13.365325244508172,989.3361247126495,0.45683543031289076,0,43.33465206577075,0
Cali,1027.5604645968838,7,16,89,8.402151307817178,12.204132200510339,1020.7632586444458,0.1333424636440954,3,36.45751383487044,0
Bogotá,2609.428611866217,8,85,89,24.300779628828064,10.724292353276658,1017.7347143161157,0.5233484944191521,2,13.773022787594224,0
Tatacoa,388.5936653363424,2,89,84,9.837638202404936,3.731955956297219,1001.1987678267766,0.7346220404322331,0,25.124880451042575,0
Guajira,29.915292639195204,1,43,93,18.09826884238222,13.653249824499667,998.5017019553062,0.5533427748141682,1,52.793977296839586,0
Cali,1004.0041751579091,7,24,24,22.440371936439107,2.316236363088195,990.6455566344995,0.24521957838737596,3,50.897058813611245,0
Bogotá,2649.9123396708833,8,16,21,30.490614678072248,9.401557791258327,1012.8496951090234,0.3537959854689051,1,46.17218903406243,0
Cali,1034.5319148870467,7,12,41,15.483251286938447,0.4320177081977805,985.9284709834384,0.6385727377056324,2,53.47342775592895,0
Medellín,1450.695980595521,7,83,76,13.994531898716474,9.655797094874188,1010.6106989229702,0.5897554177893252,2,23.98654261712218,0
Cali,1027.7952429298891,7,24,85,23.69984370286636,4.157165278100398,1017.9105643753286,0.13677478812133348,4,49.23025973725779,0
Cali,1112.3728476017357,7,67,93,22.86173676928596,6.7451546577558,990.2812209162661,0.8449494735661027,2,20.518862703538485,0
Tatacoa,446.3267527803608,1,9,35,15.97063479939499,5.178968280855797,1018.9892331304441,0.4751889122470154,3,64.3880515606056,1
Medellín,1475.7442714279046,8,66,70,30.274444052234877,2.5913513436931486,981.4995439747779,0.16236922452639302,0,16.791589478724124,0
Tatacoa,403.95710586191603,3,17,58,28.276695859751186,9.329711851408112,1021.0754323423937,0.12282654257472925,0,51.933691905202835,0
Tatacoa,398.99265202828946,3,99,95,13.375581100761949,13.229633327109111,985.3263002533084,0.9655517746451302,1,17.598743022080093,0
Guajira,63.783641569060684,1,85,59,13.739421090428557,14.386263634236052,1009.0591630072115,0.281535111173546,2,23.829650521983936,0
Bogotá,2627.333562452532,8,33,57,20.295208325289934,2.885195447308726,991.2537111011274,0.9085935879163759,3,48.8006483038193,0
Medellín,1486.9255049278163,8,7,79,26.565730441537287,10.760591610944601,1017.6448576026327,0.4105852987689389,2,44.14642643106292,0
Cali,996.0752814705845,8,39,78,9.056969105323144,9.965090499085234,1003.053516241196,0.3859214304531903,2,33.75494066871102,0
Guajira,82.86315735549204,1,82,29,24.64004368963296,5.1506668436185885,986.0858536060925,0.700928969649432,3,38.336937059933526,0
Cali,1027.3291364173815,7,41,83,23.557661537170326,0.28648799030588756,1005.694620709669,0.009883287775461436,1,39.7233427451832,0
Bogotá,2649.5566814539675,8,40,82,13.555522301911719,10.346868709692991,998.3547174588642,0.3380895216303905,0,33.90961010217623,0
Bogotá,2676.551374373545,8,100,68,24.35247231779237,14.182422908392503,1009.7651517475896,0.3026457121918089,4,5.7976934952554515,0
Villa de Leyva,2185.995195845951,3,5,83,30.56439659004998,9.48180182873477,1019.6856478143557,0.8680980942840464,2,57.78554195138945,0
Bogotá,2671.3349409810567,8,51,51,9.122860279322445,6.529390862814512,998.4225109032539,0.5291235390207832,3,38.48198265577753,0
Bogotá,2676.0949224633623,8,25,26,15.6716493270095,7.877308411674425,993.0446305790236,0.3645701572242519,2,42.67169713672392,0
Medellín,1541.8800426924327,7,63,40,18.51624119999253,2.994432114898763,980.6531792537425,0.2660793102997181,2,35.61500349791437,0
Medellín,1466.001425783138,7,97,39,29.58224861419255,11.258162456306064,1005.8677567036943,0.5905098088106291,0,18.724148224466283,0
Guajira,41.039658108652254,1,58,45,31.09427471861976,11.196297450147735,998.1023645344145,0.15167314054336467,4,45.21191820018186,0
Medellín,1516.2684499837017,8,55,87,18.658765915911975,2.182759505811374,996.8592148556673,0.2462047685087816,2,22.586175551213202,0
Medellín,1468.434112700637,7,58,34,26.00068189141259,13.169675737494886,988.2320894577896,0.29361216506474974,0,33.13783645862395,0
Bogotá,2629.102367864693,8,69,98,20.75986457034759,4.037846092099579,999.3524905336074,0.607908947606941,3,20.657370211680927,0
Tatacoa,405.8325166343343,2,100,33,20.906790433793034,14.733840914049223,1024.2998879112515,0.37325495901647543,2,25.20451330329505,0
Villa de Leyva,2142.0959339587134,3,32,46,14.674388361592555,5.743545210558687,993.3989369152509,0.5057833001200495,3,46.158931172233096,0
Cali,1019.9805624802959,7,52,59,13.206949900733107,2.6682608810174946,1006.9866986033645,0.6504382637665866,0,27.11368667886854,0
Villa de Leyva,2114.6382483434527,3,21,77,14.912128302176988,5.2758016701847845,1014.941909659205,0.9562716008076872,0,51.22507332078588,0
Medellín,1493.867358769484,7,20,47,21.351872174169905,6.6027049304578975,1013.7121020429439,0.7648373971027523,1,49.34705430306279,0
Medellín,1499.0207219854253,7,69,45,8.699724464530135,1.0396165955744223,994.7948429371665,0.4052567805721077,1,27.803337130971627,0
Villa de Leyva,2197.450131026641,2,69,82,29.77397466455374,8.673275718349343,1007.4887037582582,0.7482753743972568,3,41.58568342816031,0
Villa de Leyva,2140.9411167735248,3,3,85,11.75080902919463,8.964486598033506,1019.2069108371571,0.9496941809192125,3,47.63573574388585,0
Bogotá,2620.4920868773347,8,93,44,13.282128244913277,11.083956830242084,980.6951342479886,0.4993805456541248,3,19.02295860566101,0
Bogotá,2661.3883217835437,8,74,22,20.43862823474351,0.4375483843611494,999.6080460579489,0.4104969331228897,4,19.067710393120514,0
Cali,922.7575318559957,7,61,91,25.042754392094704,8.118573216507452,990.0923038208857,0.07801869900073655,1,24.221527641767988,0
Medellín,1485.4795463366613,7,61,63,10.297497313865534,0.7936114990599658,997.4884530679477,0.8923703706508622,4,29.45683149512078,0
Medellín,1479.5885961486233,7,93,61,15.624672741131892,10.517163299499801,998.7195323588859,0.2464342807936556,4,15.790957343927069,0
Cali,1025.8276497042011,7,94,25,31.248190533784573,0.8359197855147671,1013.6001934153986,0.06395789681913955,2,11.83530986587567,0
Medellín,1532.3867876302188,6,23,58,14.296231202742696,13.67591772512449,984.2219842577949,0.5372034865910831,0,45.82939347371957,0
Guajira,96.53843596704051,1,54,71,15.513203481515525,10.53123850326745,1003.066275640963,0.8458996459615251,3,41.327938722051556,0
Villa de Leyva,2156.4084305875704,3,8,42,28.075963774832804,7.610846476277357,1005.3887656309436,0.40663505562305247,2,65.79626273001564,1
Medellín,1448.4494886566777,7,2,69,9.205146360570925,6.622558849217624,1002.2370921598311,0.7830674701590162,3,43.82309298179001,0
Bogotá,2624.574401809764,9,30,62,19.1507160514153,1.9600894561989357,1012.9342963878224,0.8363960072839958,1,44.12507947962656,0
Villa de Leyva,2136.8634962517244,4,39,38,17.110802346840085,4.364990843469946,997.2706065158081,0.4544035588198637,2,34.841598378500215,0
Villa de Leyva,2160.016462774064,3,100,88,15.598082237807628,13.034386575313444,1022.5235178638035,0.5909550659404736,2,10.853582872089557,0
Medellín,1496.687396204813,7,35,70,14.856790257074348,13.566792173437408,1001.6811549142524,0.5339122985389401,1,38.67871568417878,0
Villa de Leyva,2128.35105616491,3,23,30,10.19297851664982,0.011215625557965958,1005.7046259326659,0.9391958616345015,2,57.85394343447722,0
Villa de Leyva,2111.450546742506,3,94,31,15.555819904439572,8.912045872163269,1017.1488870506038,0.7255056850917613,0,35.42533487484856,0
Guajira,23.942693010707238,1,5,93,9.033257665176045,10.789509135376704,992.3856247669005,0.925342810770113,2,58.33624307341272,1
Cali,990.839593493034,6,65,27,26.743132727466445,9.281204736864094,983.3840912943261,0.22000997806197187,3,34.242571625342734,0
Medellín,1543.647309806082,7,83,43,17.55746705499228,1.2251964729953095,1011.8502790263117,0.31023685183267047,1,25.221377583582633,0
Cali,994.9102418108012,7,91,60,18.65369197567788,3.265873481983533,1001.735533499677,0.07091347318006769,3,5.9189362563868215,0
Guajira,51.80408167148772,1,74,55,29.44627007480316,3.7551040107207907,1020.3426912931548,0.4999079566958077,1,30.979074471252243,0
Medellín,1524.0532422504277,7,3,91,23.793319612669297,12.475869469576345,1024.2206021925094,0.8739236793859108,3,41.27045636138506,0
Villa de Leyva,2154.8469485929795,3,78,74,8.193418480210875,6.9479915446338065,997.9599207758628,0.3268466971307157,4,33.58769687374879,0
Cali,985.419920771643,7,5,28,30.63619575107084,7.302423179118552,998.6947557316847,0.1282821069493315,2,63.13608673432094,0
Medellín,1524.5525508339786,7,93,66,13.691467183465068,14.023395698317628,998.3583170992576,0.06844625492905299,4,25.530343019044732,0
Bogotá,2650.6256135911012,8,50,34,10.582740434236612,9.556288332820733,994.6049349378917,0.44750027252365454,2,38.660054896735595,0
Bogotá,2574.4353679243713,8,61,67,26.43507628114117,13.480015523289957,1015.1759193994878,0.1640217446287633,2,31.32216604020807,0
Bogotá,2677.3716430798286,7,56,61,20.011455580801236,6.847632830122994,1014.1548093120828,0.3461040288851035,4,32.192992903250946,0
Guajira,76.20139109310057,1,65,79,18.410493584432423,2.241543877774413,1001.5390191747737,0.8199798080824369,0,32.94888701597416,0
Bogotá,2650.1550145929073,9,78,89,13.988073912385802,13.949033911111284,982.0097547370505,0.38404738275752437,0,8.85927245520368,0
Guajira,99.04290457086633,2,74,31,21.139315756695648,6.880576735013074,993.9301685680883,0.6098709182563558,2,31.722151260150635,0
Guajira,75.51403110537676,1,7,21,14.585230524862098,2.724471328182328,993.1536370949677,0.5021600558228149,3,61.265947448464026,1
Medellín,1528.8382542631864,7,25,26,29.63799212688962,4.535936104558834,1016.4989260790117,0.7185332929700363,3,51.98735853307054,0
Medellín,1526.092047721556,7,50,99,13.164907513596628,0.7620388453341337,983.9409008037279,0.15616495898756877,0,25.874793121135355,0
Bogotá,2662.7113197223207,8,44,22,29.224523610938085,7.024508871845777,1016.2553920569217,0.9204410364836187,5,35.989199566475484,0
Tatacoa,346.2735146158855,2,43,22,21.425730217456568,12.796922578653549,1010.1132643489615,0.6436327975500353,3,41.31416145377124,0
Tatacoa,349.8559822619914,2,4,46,27.883715213485786,14.00370684010034,1012.9598656608703,0.27095373158010727,4,59.544324426564295,1
Cali,1043.5252144852861,7,69,59,25.108303900662918,13.989033112554656,999.4495934413261,0.12325370813805903,2,24.97743351495456,0
Bogotá,2676.949522172254,8,25,52,24.720682674481964,1.878450384431201,1010.5876608200791,0.14972556414619032,3,35.98568060497037,0
Tatacoa,378.84479807294747,2,67,20,15.784299384681336,5.730808237665855,1007.4063025118112,0.7826629268961081,4,55.35226689950767,0
Villa de Leyva,2115.5871146870195,3,18,27,13.613526355332883,0.42343139476059555,1014.6041087852883,0.588110053312958,2,52.571291585321745,0
Guajira,57.87950410380544,1,83,51,13.061269464338915,12.827480174572091,1000.1046425510714,0.38075829071818335,5,39.36109194989283,0
Bogotá,2596.438357292321,8,96,67,28.572599769430127,5.381336430319107,1001.2771531203337,0.33290084618688,1,11.913512230116222,0
Guajira,44.93306467628529,1,19,23,27.69024368621648,9.466755418383523,1008.9609300232919,0.8557580044005302,2,59.549006946564624,1
Bogotá,2629.346805794542,8,11,89,18.573764672295376,10.72347657115933,984.8634872149875,0.874762523781461,4,41.46715145749821,0
Bogotá,2633.2662989099526,8,46,38,11.17771072391491,6.447670046147331,999.6310001763943,0.5812620384192929,5,36.976166061280836,0
Tatacoa,456.532930537159,2,0,51,17.174054047459002,4.596635048253645,1023.7377880366912,0.5245440656650363,1,65.44794292817333,1
Bogotá,2620.980256246178,8,89,28,22.864242899285873,14.43319365173917,981.689854402702,0.8164480420765715,1,15.53934562473302,0
Medellín,1496.6022608183532,7,13,31,18.905675707518867,14.467323375357813,994.2202125289878,0.7493351797943753,3,55.12146880291437,0
Villa de Leyva,2109.635313946923,3,63,30,26.72454244359188,4.341545520450329,994.1349418590216,0.40032518332778844,4,39.90618785838555,0
Medellín,1523.2112211074736,7,37,65,31.94294773403325,7.194376451166871,1008.5058853656097,0.082738684750857,3,31.977315859266664,0
Medellín,1489.6124342767926,7,36,35,12.587170122773525,14.592662379900336,984.7610161740863,0.7685001073627779,3,40.35462535152721,0
Medellín,1530.349247358333,7,10,20,19.031619671829738,0.0730261148325484,1008.2844813895488,0.16870102894024375,3,63.155518178607146,0
Cali,944.2867866027281,7,99,82,18.34361364609973,6.190173725687239,984.2768108293229,0.016376906478478337,1,12.087349348744652,0
Bogotá,2638.2560705609485,8,76,40,15.307820785974819,1.5068632452145265,984.2729141338249,0.8433026752039908,5,24.23730566774239,0
Medellín,1498.9638260696972,7,2,49,12.75429240128695,7.6373694834390395,1012.7682510734817,0.5782538453367186,2,52.193742284987614,0
Guajira,77.34569833716475,1,32,32,9.576610795751822,0.37004931810730723,994.5860828224759,0.8916660355357584,3,54.29275414722271,0
Cali,998.7400364430611,7,5,53,29.290863613368764,6.103476470859418,1023.9840326471186,0.48458808319761804,2,53.4565545114595,0
Guajira,73.60474443173479,1,49,23,18.076368744471623,3.310486121780027,981.6808821395999,0.926481100711403,2,48.95740718908744,0
Bogotá,2624.176934564142,8,9,47,19.925492444001172,7.999625436881112,1000.0297998673097,0.35397174797886377,3,52.764327391284056,0
Cali,1020.8127153671256,7,4,78,30.00660915682198,14.939904736510496,985.0911171953311,0.7245220023342929,5,50.56977756282467,0
Medellín,1522.6585467176492,7,22,46,26.630971460382746,12.008041576901215,995.8120535041149,0.3009865092617835,3,41.19121303709133,0
Tatacoa,372.1069144202032,2,9,88,11.13203033881242,12.68463137436632,1024.9200102774073,0.0011636643279784309,3,58.761654457737905,1
Cali,1040.2175401219267,7,43,44,21.570079222585818,9.528974810386213,1019.9979130282339,0.37974453454895674,0,33.704145523058465,0
Medellín,1505.0470771595808,8,1,22,18.61405463646942,0.6233977240838784,982.1745983984929,0.7377655131092388,3,51.51641025694081,0
Villa de Leyva,2138.9897760707818,3,12,87,27.133065741890306,3.101965140662162,1005.3465129721558,0.15002417944651392,1,53.111620715980536,0
Tatacoa,379.95380213892065,2,39,44,25.38158114268678,13.875968346705825,1009.1520037170997,0.504802033207393,1,51.06049093120289,0
Cali,954.9751339659759,7,1,39,24.569737325865727,5.491696768931268,989.4290580777556,0.212321484850715,1,59.4244718535639,0
Tatacoa,397.59202130923154,2,83,53,16.173076051517526,1.5545508972119337,986.5297508028402,0.0746241214191029,3,20.888921604364214,0
Tatacoa,390.03994982997204,2,64,45,27.319129529582106,10.53608048799303,1020.6971510599485,0.6174519819443163,5,43.80007277406635,0
Bogotá,2659.1739527605673,8,62,24,9.25739109427667,4.491865859013819,1023.5967398667519,0.951967622303403,3,33.92175008024425,0
Tatacoa,416.13993898147004,1,100,80,11.830997634372014,4.032853693562576,1024.6351785793838,0.3107042187179171,1,18.642148139604767,0
Guajira,82.1035191308421,1,72,28,16.05495855146988,14.969661833373905,1015.5392798180585,0.5806458003599504,1,39.57476970849609,0
Bogotá,2673.201878520582,8,16,69,9.843378585662752,12.872083875399815,1009.8575931232366,0.9536033677507945,2,44.4011582830042,0
Medellín,1589.666136321569,7,8,25,13.639862660832598,6.119067275517615,995.5578613486849,0.6504833499946875,0,37.655263340768315,0
Guajira,65.40979906612351,1,74,79,27.923623591950033,14.703918117247486,987.7129240546138,0.6731133023099543,2,26.00700940243209,0
Bogotá,2614.1858823177436,7,14,63,30.758036906961905,9.751698351288205,983.5541269714804,0.1789285115608359,3,54.1593787490309,0
Bogotá,2664.785789675708,8,23,30,15.31045653858057,11.130336778196403,1011.1983860848171,0.4926096788528267,5,44.437446603221055,0
Cali,1066.1771216961483,7,37,85,14.348379295732117,0.47269564623317384,1015.3125536830711,0.36708274708724664,2,34.52516061902879,0
Bogotá,2654.2469197314717,8,34,66,14.717423653914246,1.8240788902208567,1017.190414360474,0.47095685239103,1,36.69507208480205,0
Bogotá,2576.2712683437308,8,93,92,14.665258096420253,9.496276897443575,1021.119425148671,0.8008265764418772,3,13.030781082474057,0
Medellín,1511.6608061200882,6,94,22,8.862324372463352,13.48535973974226,1019.5968303637268,0.4606989877460983,3,21.67962935943372,0
Cali,999.1038445818544,7,48,95,30.245992311946594,9.356155891313934,1024.9883572516142,0.06285067825783508,4,28.07795993276984,0
Cali,978.3422235976159,7,68,49,13.128755397687883,2.0103734147848766,990.9828804935263,0.905541661150863,1,27.970688031445,0
Guajira,55.60060319912287,1,61,40,18.080097777953718,1.7364006936948695,1014.3488426845495,0.5448158874519706,2,47.73456314613553,0
Cali,972.2255505215263,7,59,47,8.232485185783226,12.662788437361225,1006.3906780568659,0.9244943585302919,5,37.102762205452905,0
Cali,1048.6944131288697,7,49,81,28.59092218196137,2.0895350806187145,991.7560309604112,0.5723545120276244,1,28.74617060981883,0
Cali,1039.9263750229743,7,77,52,25.547776266918014,7.803479407560381,1024.1857395029124,0.06963631597506059,3,21.98771397071432,0
Tatacoa,397.3999317925266,2,74,54,30.722144844168877,0.5566997994345341,1020.4054147148413,0.5528693935257712,1,33.471867463101184,0
Bogotá,2623.497653033772,8,8,71,26.75877150071358,1.2100465108676606,985.7832050799852,0.5757389324926806,2,53.53610688892653,0
Medellín,1489.4770213682875,7,33,53,15.528956289249566,10.085224014642971,981.1771254045539,0.2143398793429756,3,45.71644064773401,0
Medellín,1464.6725425719355,7,75,60,13.948960609482167,10.33772115641275,1010.9748843049705,0.4710290841043767,2,21.082866475677353,0
Villa de Leyva,2146.6886712375767,3,98,70,24.74519138127903,5.122041099126636,1007.185878298544,0.45944151187365134,3,13.056169997323977,0
Bogotá,2554.6662276751936,8,34,66,16.738706600251987,3.2341464786456715,1022.1117030850015,0.6228761490206036,2,42.65208552406874,0
Bogotá,2642.6612989028063,8,0,77,21.589160378062797,12.205654061359619,990.5302379222167,0.2596140986739204,5,56.037716630499304,0
Medellín,1498.4265982476677,7,39,94,8.150179304635286,3.2565484420483553,983.7974576552745,0.5817484179481938,2,27.07226795434324,0
Cali,1043.3544900427223,7,63,76,9.485256840331406,8.130406044995695,991.6646900197394,0.2409520426369428,1,23.76034501337243,0
Guajira,58.99434727980263,1,21,42,20.84883058835963,14.523132612943582,980.8517438230159,0.4464452722039066,2,63.732605900426414,1
Cali,1047.320042856145,7,59,67,21.58571951475596,2.2177865679357565,981.615173803502,0.12270569933730702,3,31.244045220834057,0
Cali,1034.4109332715718,7,63,41,26.034870667024247,14.113144012420634,1021.1686012664342,0.037300547861478184,3,21.767288138939925,0
Bogotá,2671.0957281121837,8,92,36,11.167167670975083,2.74339579603003,995.8407462125846,0.3205873059917339,2,13.269307172173143,0
Bogotá,2718.6427519197764,7,71,88,20.31639401016269,8.511648120348443,998.4864050454356,0.2745717506497415,2,24.502466690064853,0
Bogotá,2652.600514258451,8,10,30,12.666743466360526,5.655115679381169,980.8267244542147,0.4069359120313467,3,53.81983726027688,0
Medellín,1500.520724343021,7,100,34,10.236706869504673,14.473929022527388,992.1734801077331,0.9619826200003397,3,20.087252114305212,0
Tatacoa,435.61146763804464,2,13,54,17.85189905745331,4.103130435029054,1016.2126692683644,0.5222292947703284,3,62.764696284493674,1
Medellín,1480.9530549168892,7,59,52,11.920079554137374,5.994870031286305,1007.6970931850024,0.5531767061367565,3,32.27242467209394,0
